time,coin,side,px,sz,dir,closedPnl,fee,feeToken,startPosition,hash,tid
1774786550000,BTC,A,96400.0,0.06,Long > Short,-24.0,2.602800,USDC,0.03,0x13579bdf13579bdf13579bdf13579bdf13579bdf13579bdf13579bdf13579bdf,200020
1774802529000,BTC,B,95800.0,0.03,Close Short,18.0,1.29330,USDC,-0.03,0xa1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2,200021
1774864113000,LINK,B,19.6,80.0,Open Long,0.0,0.705600,USDC,0.0,0xf0e9d8c7b6a5948372615049382716f0e9d8c7b6a5948372615049382716f0e9,200022
1774884161000,LINK,A,20.8,80.0,Close Long,96.0,0.748800,USDC,80.0,0xbabb1eface0feedc0dedbadbeef00ffcafed00d112233445566778899aabbccd,200023
1774955117000,DOGE,B,0.172,8000.0,Open Long,0.0,0.619200,USDC,0.0,0xdecafbad11223344556677889900aabbccddeeff112233445566778899aabbcc,200024
1774967608000,DOGE,A,0.178,8000.0,Close Long,48.0,0.640800,USDC,8000.0,0xc0decafec0decafec0decafec0decafec0decafec0decafec0decafec0decafe,200025
1775118000000,SOL,B,196.0,15.0,Open Long,0.0,1.323,USDC,0.0,0x8badf00d8badf00d8badf00d8badf00d8badf00d8badf00d8badf00d8badf00d,200026
1775126835000,SOL,B,192.0,10.0,Open Long,0.0,0.864,USDC,15.0,0x1eaff00d1eaff00d1eaff00d1eaff00d1eaff00d1eaff00d1eaff00d1eaff00d,200027
1775232642000,SOL,A,211.0,25.0,Close Long,415.0,2.373750,USDC,25.0,0x0ddba11000ddba11000ddba11000ddba11000ddba11000ddba11000ddba11000,200028
1775294108000,HYPE,B,31.2,150.0,Open Long,0.0,2.10600,USDC,0.0,0x9876543210abcdef9876543210abcdef9876543210abcdef9876543210abcdef,200029
1775303310000,HYPE,B,30.1,150.0,Open Long,0.0,2.03175,USDC,150.0,0x555566667777888899990000aaaabbbbccccddddeeeeffff0000111122223333,200030
1775316655000,HYPE,A,29.4,300.0,Close Long,-375.0,3.96900,USDC,300.0,0xaaaa1111bbbb2222cccc3333dddd4444eeee5555ffff66660000777711118888,200031
1775420320000,ETH,A,3680.0,2.0,Open Short,0.0,3.3120,USDC,0.0,0xcccc1234dddd5678eeee9abcffff1234aaaa5678bbbb9abc1111def023456789,200032
1775426712000,ETH,B,3720.0,2.0,Close Short,-80.0,3.3480,USDC,-2.0,0x11aa22bb33cc44dd55ee66ff7700889911aa22bb33cc44dd55ee66ff77008899,200033
1775552433000,BTC,B,97800.0,0.05,Open Long,0.0,2.20050,USDC,0.0,0xacedcafe01234567acedcafe01234567acedcafe01234567acedcafe01234567,200034
1775583778000,BTC,A,101500.0,0.05,Close Long,185.0,2.283750,USDC,0.05,0x7654321076543210765432107654321076543210765432107654321076543210,200035
1775651117000,AVAX,A,42.1,40.0,Open Short,0.0,0.757800,USDC,0.0,0xabcdabcd12341234ffffeeee99998888777766665555444433332222aaaa1111,200036
1775671364000,AVAX,B,43.3,40.0,Close Short,-48.0,0.779400,USDC,-40.0,0xbcdebcde23452345aaaabbbbcccc1111222233334444555566667777888899990,200037
1775811011000,SOL,A,222.0,18.0,Open Short,0.0,1.798200,USDC,0.0,0xdeedbeef0001deedbeef0002deedbeef0003deedbeef0004deedbeef0005dee0,200038
1775828129000,SOL,B,215.0,18.0,Close Short,126.0,1.741500,USDC,-18.0,0xffeeddccbbaa99887766554433221100ffeeddccbbaa99887766554433221100,200039
1775988722000,ARB,B,1.05,3000.0,Open Long,0.0,1.417500,USDC,0.0,0x222244446666888800001111222233334444555566667777888899990000aaaa,200040
1776005317000,ARB,A,1.09,3000.0,Close Long,120.0,1.471500,USDC,3000.0,0x999900001111222233334444555566667777888899990000111122223333444b,200041
1776206415000,BTC,B,103400.0,0.025,Open Long,0.0,1.163250,USDC,0.0,0xdeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddeaddead,200042
1776208548000,BTC,A,102800.0,0.025,Close Long,-15.0,1.156500,USDC,0.025,0xbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeefbeef,200043
1776208930000,BTC,A,102700.0,0.04,Open Short,0.0,1.848600,USDC,0.0,0xf00df00df00df00df00df00df00df00df00df00df00df00df00df00df00df00d,200044
1776210933000,BTC,B,103500.0,0.04,Close Short,-32.0,1.863000,USDC,-0.04,0xbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaadbaad,200045
1776331820000,ETH,B,3620.0,1.2,Open Long,0.0,1.954800,USDC,0.0,0x55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa,200046
1776356325000,ETH,A,3790.0,1.2,Close Long,204.0,2.046600,USDC,1.2,0x33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc,200047
1776510350000,HYPE,A,33.5,200.0,Open Short,0.0,3.015000,USDC,0.0,0xaceaceace1234567aceaceace1234567aceaceace1234567aceaceace1234567,200048
1776522128000,HYPE,B,32.8,400.0,Short > Long,140.0,5.904000,USDC,-200.0,0x7777888899990000aaaabbbbccccddddeeeeffff1111222233334444555566f0,200049
1776537615000,HYPE,A,34.2,200.0,Close Long,280.0,3.078000,USDC,200.0,0x4b4b4b4b4c4c4c4c4d4d4d4d4e4e4e4e4f4f4f4f5050505051515151525252f5,200050
1776681000000,LINK,B,21.5,100.0,Open Long,0.0,0.967500,USDC,0.0,0x6d6d6d6d6e6e6e6e6f6f6f6f7070707071717171727272727373737374747474,200051
1776697948000,LINK,A,20.9,100.0,Close Long,-60.0,0.940500,USDC,100.0,0x8a8a8a8a8b8b8b8b8c8c8c8c8d8d8d8d8e8e8e8e8f8f8f8f909090909191919c,200052
