time,coin,side,px,sz,dir,closedPnl,fee,feeToken,startPosition,hash,tid
1704084000000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10046,10046
1704087600000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10047,10047
1704091200000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10048,10048
1704094800000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10049,10049
1704098400000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10050,10050
1704102000000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10051,10051
1704105600000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10052,10052
1704109200000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10053,10053
1704112800000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10054,10054
1704116400000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10055,10055
1704120000000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10056,10056
1704123600000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10057,10057
1704127200000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10058,10058
1704130800000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10059,10059
1704134400000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10060,10060
1704138000000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10061,10061
1704141600000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10062,10062
1704145200000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10063,10063
1704148800000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10064,10064
1704152400000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10065,10065
1704156000000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10066,10066
1704159600000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10067,10067
1704163200000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10068,10068
1704166800000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10069,10069
1704170400000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10070,10070
1704174000000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10071,10071
1704177600000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10072,10072
1704181200000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10073,10073
1704184800000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10074,10074
1704188400000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10075,10075
1704192000000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10076,10076
1704195600000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10077,10077
1704199200000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10078,10078
1704202800000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10079,10079
1704206400000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10080,10080
1704210000000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10081,10081
1704213600000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10082,10082
1704217200000,BTC,B,40000,0.01,Open Long,0,0.2,USDC,0,0xh10083,10083
1704220800000,BTC,A,41200,0.01,Close Long,12,0.206,USDC,0.01,0xh10084,10084
